timestamp,tower_id,users_connected,download_speed,upload_speed,latency,weather,congestion
12-01-2025 21:00,1,192,24.01,9.21,29.87,Clear,0
12-01-2025 22:00,1,684,8.0,46.87,19.87,Clear,0
12-01-2025 23:00,1,419,93.84,47.42,128.81,Rain,0
13-01-2025 00:00,1,160,82.41,4.93,180.02,Clear,0
13-01-2025 01:00,1,363,79.46,24.56,17.74,Clear,0
13-01-2025 02:00,1,63,12.75,3.96,56.95,Clear,0
13-01-2025 03:00,1,350,63.5,17.12,99.33,Rain,0
13-01-2025 04:00,1,782,80.02,33.28,104.66,Clear,0
13-01-2025 05:00,1,963,67.06,17.28,113.07,Clear,0
13-01-2025 06:00,1,973,23.96,34.33,23.72,Clear,0
13-01-2025 07:00,1,402,84.84,9.54,192.55,Clear,0
13-01-2025 08:00,1,73,45.42,17.95,80.5,Storm,0
13-01-2025 09:00,1,201,56.61,26.19,121.73,Clear,0
13-01-2025 10:00,1,915,51.23,43.8,181.13,Clear,1
13-01-2025 11:00,1,987,99.25,14.91,78.24,Clear,0
13-01-2025 12:00,1,579,65.0,36.92,35.0,Rain,0
13-01-2025 13:00,1,801,62.18,31.99,80.84,Clear,0
13-01-2025 14:00,1,342,86.17,25.12,56.97,Snow,0
13-01-2025 15:00,1,672,61.33,29.39,135.9,Clear,0
13-01-2025 16:00,1,194,42.15,48.5,59.05,Clear,0
13-01-2025 17:00,1,498,78.48,7.41,194.27,Clear,0
13-01-2025 18:00,1,444,88.95,22.66,72.87,Clear,0
13-01-2025 19:00,1,893,83.74,22.11,57.26,Clear,0
13-01-2025 20:00,1,562,28.99,18.6,82.08,Clear,0
13-01-2025 21:00,1,736,68.06,24.26,170.39,Rain,0
13-01-2025 22:00,1,205,87.1,28.35,112.58,Clear,0
13-01-2025 23:00,1,383,10.42,27.03,187.96,Clear,0
14-01-2025 00:00,1,168,26.35,9.82,26.83,Clear,0
14-01-2025 01:00,1,740,8.95,8.27,197.46,Storm,0
14-01-2025 02:00,1,860,6.65,16.83,194.89,Clear,1
14-01-2025 03:00,1,233,53.98,24.95,136.7,Clear,0
14-01-2025 04:00,1,433,17.61,8.03,188.57,Rain,0
14-01-2025 05:00,1,57,97.14,5.6,137.79,Clear,0
14-01-2025 06:00,1,566,96.52,13.51,135.71,Storm,0
14-01-2025 07:00,1,476,69.91,25.36,127.39,Snow,0
14-01-2025 08:00,1,793,78.01,6.54,161.15,Snow,0
14-01-2025 09:00,1,50,25.49,33.29,84.83,Clear,0
14-01-2025 10:00,1,651,38.11,8.81,124.94,Clear,0
14-01-2025 11:00,1,210,43.66,43.67,158.65,Clear,0
14-01-2025 12:00,1,538,15.37,32.88,155.39,Snow,0
14-01-2025 13:00,1,68,81.75,38.35,161.58,Clear,0
14-01-2025 14:00,1,380,40.69,15.55,133.32,Clear,0
14-01-2025 15:00,1,114,39.81,20.41,142.14,Clear,0
14-01-2025 16:00,1,522,61.67,27.74,94.44,Clear,0
14-01-2025 17:00,1,316,62.33,33.74,127.7,Clear,0
14-01-2025 18:00,1,52,56.52,47.62,170.96,Snow,0
14-01-2025 19:00,1,270,37.42,19.63,85.78,Clear,0
14-01-2025 20:00,1,349,50.29,20.32,114.39,Rain,0
14-01-2025 21:00,1,413,95.77,1.89,47.2,Clear,0
14-01-2025 22:00,1,864,11.77,47.78,134.39,Clear,0
14-01-2025 23:00,1,373,93.77,18.23,29.27,Clear,0
15-01-2025 00:00,1,422,32.06,16.06,162.57,Clear,0
15-01-2025 01:00,1,193,13.51,36.16,85.98,Storm,0
15-01-2025 02:00,1,139,16.58,9.88,139.41,Clear,0
15-01-2025 03:00,1,958,22.54,15.47,160.75,Clear,1
15-01-2025 04:00,1,85,45.33,5.26,164.99,Clear,0
15-01-2025 05:00,1,734,65.15,47.62,124.31,Rain,0
15-01-2025 06:00,1,775,61.39,39.89,132.86,Clear,0
15-01-2025 07:00,1,682,84.79,45.1,77.15,Clear,0
15-01-2025 08:00,1,342,33.7,36.87,171.72,Clear,0
15-01-2025 09:00,1,906,14.08,31.57,95.84,Clear,0
15-01-2025 10:00,1,736,27.35,43.59,99.85,Clear,0
15-01-2025 11:00,1,711,7.25,32.46,125.35,Clear,0
15-01-2025 12:00,1,699,29.4,31.97,21.11,Clear,0
15-01-2025 13:00,1,369,17.96,35.06,86.82,Clear,0
15-01-2025 14:00,1,216,73.83,1.78,74.81,Rain,0
15-01-2025 15:00,1,629,73.81,29.34,62.09,Clear,0
15-01-2025 16:00,1,793,66.3,30.19,86.23,Clear,0
15-01-2025 17:00,1,119,38.72,4.4,108.62,Clear,0
15-01-2025 18:00,1,566,11.64,32.37,61.52,Clear,0
15-01-2025 19:00,1,116,55.63,16.89,73.27,Clear,0
15-01-2025 20:00,1,776,40.96,18.78,199.14,Clear,0
15-01-2025 21:00,1,165,10.71,28.55,191.95,Clear,0
15-01-2025 22:00,1,336,76.71,9.35,87.8,Clear,0
15-01-2025 23:00,1,104,76.84,18.03,136.33,Rain,0
16-01-2025 00:00,1,705,41.34,6.87,195.09,Clear,0
16-01-2025 01:00,1,921,78.02,12.94,137.6,Clear,0
16-01-2025 02:00,1,455,13.47,38.01,34.27,Rain,0
16-01-2025 03:00,1,599,20.13,4.09,32.35,Clear,0
16-01-2025 04:00,1,798,39.21,5.29,188.02,Clear,0
16-01-2025 05:00,1,892,83.4,14.71,189.05,Snow,1
16-01-2025 06:00,1,311,92.34,25.35,198.51,Snow,0
16-01-2025 07:00,1,539,52.61,20.46,112.55,Clear,0
16-01-2025 08:00,1,207,88.41,43.53,163.13,Rain,0
16-01-2025 09:00,1,997,82.78,16.8,14.35,Clear,0
16-01-2025 10:00,1,980,37.88,48.8,131.78,Rain,0
16-01-2025 11:00,1,842,50.54,16.37,125.21,Clear,0
16-01-2025 12:00,1,385,77.66,9.57,105.49,Clear,0
16-01-2025 13:00,1,74,68.3,6.97,100.86,Clear,0
16-01-2025 14:00,1,128,96.5,27.93,193.51,Clear,0
16-01-2025 15:00,1,702,93.96,43.93,62.77,Snow,0
16-01-2025 16:00,1,721,25.52,31.36,133.54,Clear,0
16-01-2025 17:00,1,566,79.17,23.53,21.05,Storm,0
16-01-2025 18:00,1,302,63.85,15.57,91.76,Clear,0
16-01-2025 19:00,1,198,16.53,15.86,29.2,Clear,0
16-01-2025 20:00,1,813,63.71,32.03,53.49,Clear,0
16-01-2025 21:00,1,429,34.09,31.57,110.14,Clear,0
16-01-2025 22:00,1,112,80.25,20.84,134.27,Clear,0
16-01-2025 23:00,1,204,44.34,41.55,149.39,Rain,0
17-01-2025 00:00,1,559,28.62,7.56,89.53,Rain,0
17-01-2025 01:00,1,710,77.23,7.72,111.71,Clear,0
17-01-2025 02:00,1,262,84.26,31.84,47.78,Clear,0
17-01-2025 03:00,1,721,51.35,6.38,114.11,Clear,0
17-01-2025 04:00,1,357,30.27,8.31,34.17,Snow,0
17-01-2025 05:00,1,673,75.05,24.32,81.42,Clear,0
17-01-2025 06:00,1,471,42.28,47.85,35.3,Clear,0
17-01-2025 07:00,1,169,34.96,34.72,93.14,Clear,0
17-01-2025 08:00,1,59,93.38,13.4,158.42,Rain,0
17-01-2025 09:00,1,808,67.64,44.86,130.97,Clear,0
17-01-2025 10:00,1,904,54.25,8.36,150.11,Clear,1
17-01-2025 11:00,1,150,9.54,2.86,151.78,Clear,0
17-01-2025 12:00,1,484,11.77,1.59,191.74,Rain,0
17-01-2025 13:00,1,875,48.88,49.59,194.44,Snow,1
17-01-2025 14:00,1,548,22.59,9.53,28.7,Clear,0
17-01-2025 15:00,1,401,11.53,21.79,25.7,Clear,0
17-01-2025 16:00,1,386,33.07,38.69,128.69,Clear,0
17-01-2025 17:00,1,995,5.99,13.52,59.54,Clear,0
17-01-2025 18:00,1,266,55.38,3.06,194.01,Rain,0
17-01-2025 19:00,1,701,50.06,6.58,102.34,Snow,0
17-01-2025 20:00,1,961,82.12,33.17,34.34,Clear,0
17-01-2025 21:00,1,985,61.86,5.66,81.44,Clear,0
17-01-2025 22:00,1,675,94.59,12.79,33.09,Clear,0
17-01-2025 23:00,1,735,6.21,49.63,137.58,Clear,0
18-01-2025 00:00,1,88,85.42,46.03,57.93,Rain,0
18-01-2025 01:00,1,710,97.95,37.66,115.98,Clear,0
18-01-2025 02:00,1,785,21.86,27.71,197.09,Snow,0
18-01-2025 03:00,1,846,74.15,6.29,140.21,Clear,0
18-01-2025 04:00,1,611,25.28,25.79,169.73,Rain,0
18-01-2025 05:00,1,732,77.03,37.43,126.27,Clear,0
18-01-2025 06:00,1,72,70.44,43.79,130.9,Rain,0
18-01-2025 07:00,1,160,20.28,28.34,164.23,Rain,0
18-01-2025 08:00,1,564,99.22,5.86,86.28,Rain,0
18-01-2025 09:00,1,540,34.54,37.38,164.87,Clear,0
18-01-2025 10:00,1,115,38.76,39.41,115.3,Clear,0
18-01-2025 11:00,1,651,84.8,41.8,12.1,Rain,0
18-01-2025 12:00,1,486,39.95,17.02,38.29,Clear,0
18-01-2025 13:00,1,873,52.69,7.11,83.22,Clear,0
